Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
23.87,0,0.3566541735016556868917707214,0.356654173501656,0.356654173501656,0.356654173501656,0.356654173501656,0,0.0000000,0.0000000,0,4.4261506223664193205890316796,52.864221921111957274798877651,56.465119211473975128199520816,1673752000
23.88,0,0.3566510512590223948048841705,0.356651051259022,0.356651051259022,0.356651051259022,0.356651051259022,0,0.0000000,0.0000000,0,4.4255386864139193205890316803,52.857181605207486114020415494,56.460775882249340587422803105,1674453000
23.89,0,0.3566479329389548207095433717,0.356647932938955,0.356647932938955,0.356647932938955,0.356647932938955,0,0.0000000,0.0000000,0,4.4249272183722793205890316803,52.850113205246332474331609452,56.45641360697566925970657794,1675154000
23.90,0,0.3566448078061135489746502899,0.356644807806114,0.356644807806114,0.356644807806114,0.356644807806114,0,0.0000000,0.0000000,0,4.4243166560349093205890316804,52.843061067506743366714502394,56.452062522141115309320284887,1675855000
23.91,0,0.3566417055931415325539261896,0.356641705593142,0.356641705593142,0.356641705593142,0.356641705593142,0,0.0000000,0.0000000,0,4.4237062617152593205890316807,52.836035081443899489844075866,56.447730025420605239540425921,1676557000
23.92,0,0.3566385875642598929859116343,0.35663858756426,0.35663858756426,0.35663858756426,0.35663858756426,0,0.0000000,0.0000000,0,4.4230964354633293205890316796,52.828975954745950839590256614,56.443375024627712967358609147,1677258000
23.93,0,0.3566354825851219610291733441,0.356635482585122,0.356635482585122,0.356635482585122,0.356635482585122,0,0.0000000,0.0000000,0,4.4224869150824093205890316797,52.821951577188462586806860196,56.439044407008833503278782828,1677959000
23.94,0,0.3566323805218247196387093398,0.356632380521825,0.356632380521825,0.356632380521825,0.356632380521825,0,0.0000000,0.0000000,0,4.4218781251191793205890316805,52.814905223865979792572148301,56.434698828245031146837170666,1678660000
23.95,0,0.3566292816379338639659489418,0.356629281637934,0.356629281637934,0.356629281637934,0.356629281637934,0,0.0000000,0.0000000,0,4.4212699411334393205890316807,52.807862415429616080876309276,56.430355933308398670607637421,1679362000
23.96,0,0.3566261966672142719939596286,0.356626196667214,0.356626196667214,0.356626196667214,0.356626196667214,0,0.0000000,0.0000000,0,4.4206619876584793205890316801,52.800854968417444253964147389,56.4260378961611361058229385,1680063000
23.97,0,0.3566230948727903898550504656,0.35662309487279,0.35662309487279,0.35662309487279,0.35662309487279,0,0.0000000,0.0000000,0,4.4200543780339293205890316801,52.793808060400204030302185662,56.421693196742057010455984042,1680764000
23.98,0,0.3566200059888744994895738189,0.356620005988874,0.356620005988874,0.356620005988874,0.356620005988874,0,0.0000000,0.0000000,0,4.4194472612498393205890316801,52.786802567146224020424727227,56.417377296311759144310382131,1681465000
23.99,0,0.3566169302781565516223304993,0.356616930278157,0.356616930278157,0.356616930278157,0.356616930278157,0,0.0000000,0.0000000,0,4.4188409884289193205890316803,52.779774231353822194404807962,56.413045744272765420485045394,1682166000
24.00,0,0.3566138484752948040565783341,0.356613848475295,0.356613848475295,0.356613848475295,0.356613848475295,0,0.0000000,0.0000000,0,4.4182348463111593205890316808,52.772742403807149356534260876,56.408712425495890512905624384,1682867000
24.01,0,0.3566107698425430863564287383,0.356610769842543,0.356610769842543,0.356610769842543,0.356610769842543,0,0.0000000,0.0000000,0,4.4176295104959293205890316801,52.765747892036511725946605208,56.404404822258954570753088673,1683569000
24.02,0,0.3566076942465726128232518577,0.356607694246573,0.356607694246573,0.356607694246573,0.356607694246573,0,0.0000000,0.0000000,0,4.4170248432596293205890316806,52.758736284612190497881119094,56.400085658863578794357682726,1684270000
24.03,0,0.3566046225544992184484868557,0.356604622554499,0.356604622554499,0.356604622554499,0.356604622554499,0,0.0000000,0.0000000,0,4.4164198068653793205890316802,52.751734469748590859860781304,56.395774264819491557673248013,1684971000
24.04,0,0.3566015630279215859372367702,0.356601563027922,0.356601563027922,0.356601563027922,0.356601563027922,0,0.0000000,0.0000000,0,4.4158160147220093205890316803,52.744724567176883053279770198,56.391457024580246283444238493,1685672000
24.05,0,0.3565984974026140493198805139,0.356598497402614,0.356598497402614,0.356598497402614,0.356598497402614,0,0.0000000,0.0000000,0,4.4152123157266593205890316801,52.737711493911487731649577685,56.387138265810725895510191535,1686373000
24.06,0,0.3565954359397433986344694461,0.356595435939743,0.356595435939743,0.356595435939743,0.356595435939743,0,0.0000000,0.0000000,0,4.41460896109429932058903168,52.730725807596699624169093388,56.382838770376677589227676535,1687075000
24.07,0,0.3565923763755217382207359447,0.356592376375522,0.356592376375522,0.356592376375522,0.356592376375522,0,0.0000000,0.0000000,0,4.4140061996956293205890316806,52.723716687190352640495633968,56.378523422886312846445687187,1687776000
24.08,0,0.3565893309706870520376968348,0.356589330970687,0.356589330970687,0.356589330970687,0.356589330970687,0,0.0000000,0.0000000,0,4.4134041827718793205890316795,52.716749658134852080096121625,56.374237101999262451173260813,1688477000
24.09,0,0.3565862785926963113224551032,0.356586278592696,0.356586278592696,0.356586278592696,0.356586278592696,0,0.0000000,0.0000000,0,4.4128024347797093205890316807,52.709750902926640757637958581,56.369929501748025657991704868,1689178000
24.10,0,0.3565832291094452975666050420,0.356583229109445,0.356583229109445,0.356583229109445,0.356583229109445,0,0.0000000,0.0000000,0,4.4122014179589193205890316803,52.702783063722830867708590469,56.365643258604542068536988507,1689879000
24.11,0,0.3565801927810244801750339626,0.356580192781024,0.356580192781024,0.356580192781024,0.356580192781024,0,0.0000000,0.0000000,0,4.4116010079744093205890316797,52.695796001059835390927472479,56.361344041958382684409083663,1690581000
24.12,0,0.3565771503447509747599307681,0.356577150344751,0.356577150344751,0.356577150344751,0.356577150344751,0,0.0000000,0.0000000,0,4.4110002292531493205890316795,52.688795837606347799882537054,56.357036868470870717421448252,1691282000
24.13,0,0.3565741210602835554819842387,0.356574121060284,0.356574121060284,0.356574121060284,0.356574121060284,0,0.0000000,0.0000000,0,4.4104008574730693205890316808,52.68184454438703194927716956,56.352762810591352199376400274,1691983000
24.14,0,0.3565710847956364956855898897,0.356571084795636,0.356571084795636,0.356571084795636,0.356571084795636,0,0.0000000,0.0000000,0,4.4098015926931093205890316802,52.674864423071596632255558255,56.34846959997918991183187249,1692684000
24.15,0,0.3565680614192612055576516854,0.356568061419261,0.356568061419261,0.356568061419261,0.356568061419261,0,0.0000000,0.0000000,0,4.4092024214945993205890316796,52.667903949361734965569814844,56.34419052955154268887775948,1693385000
24.16,0,0.3565650321901773527627888975,0.356565032190177,0.356565032190177,0.356565032190177,0.356565032190177,0,0.0000000,0.0000000,0,4.40860405739429932058903168,52.660928162067681025154102129,56.339901002521390736993626961,1694087000
24.17,0,0.3565620149767300601021378188,0.35656201497673,0.35656201497673,0.35656201497673,0.35656201497673,0,0.0000000,0.0000000,0,4.4080063004510193205890316801,52.65395601671717256797360859,56.335614197513034397344594776,1694788000
24.18,0,0.3565589916477023031721534783,0.356558991647702,0.356558991647702,0.356558991647702,0.356558991647702,0,0.0000000,0.0000000,0,4.4074088372165493205890316804,52.647014386661200490240601893,56.331348819867223672681902865,1695489000
24.19,0,0.3565559814614716233410147838,0.356555981461472,0.356555981461472,0.356555981461472,0.356555981461472,0,0.0000000,0.0000000,0,4.4068119812369493205890316798,52.640046601492128403258910168,56.327065709113159992108069425,1696190000
24.20,0,0.3565529741571014860426330946,0.356552974157102,0.356552974157102,0.356552974157102,0.356552974157102,0,0.0000000,0.0000000,0,4.4062153947286993205890316795,52.633113794292016523192119791,56.322807104543602976661881026,1696891000
24.21,0,0.3565499609925484078002470781,0.356549960992548,0.356549960992548,0.356549960992548,0.356549960992548,0,0.0000000,0.0000000,0,4.4056195777406293205890316806,52.626152006399614503691261041,56.318528691786047405397305718,1697593000
24.22,0,0.3565469598367082021792329961,0.356546959836708,0.356546959836708,0.356546959836708,0.356546959836708,0,0.0000000,0.0000000,0,4.4050238681701793205890316805,52.619191240368880846204950468,56.314251616013901987567343593,1698294000
24.23,0,0.3565439625589118897871047049,0.356543962558912,0.356543962558912,0.356543962558912,0.356543962558912,0,0.0000000,0.0000000,0,4.4044287525201293205890316798,52.612266772810197921334324577,56.309999673691688776395935968,1698995000
24.24,0,0.3565409584164777412499187989,0.356540958416478,0.356540958416478,0.356540958416478,0.356540958416478,0,0.0000000,0.0000000,0,4.4038339443851693205890316806,52.605310400452741618490546157,56.30572630521905237464753543,1699696000
24.25,0,0.3565379672786314101886797533,0.356537967278631,0.356537967278631,0.356537967278631,0.356537967278631,0,0.0000000,0.0000000,0,4.4032399438236693205890316799,52.598391328060652576444943161,56.30147857258228084523965279,1700397000
24.26,0,0.3565349790150317432193399248,0.356534979015032,0.356534979015032,0.356534979015032,0.356534979015032,0,0.0000000,0.0000000,0,4.40264653730911932058903168,52.591456068119185306237599461,56.297219955759474825395043517,1701099000
24.27,0,0.3565319848823634652704029796,0.356531984882364,0.356531984882364,0.356531984882364,0.356531984882364,0,0.0000000,0.0000000,0,4.40205327633011932058903168,52.584507480942336238486236204,56.292952795768054739792393035,1701800000
24.28,0,0.3565290027501803831945358953,0.35652900275018,0.35652900275018,0.35652900275018,0.35652900275018,0,0.0000000,0.0000000,0,4.4014602473503193205890316797,52.57759415512339091711136698,56.288710350057106971316242744,1702501000
24.29,0,0.3565260244884663374745603881,0.356526024488466,0.356526024488466,0.356526024488466,0.356526024488466,0,0.0000000,0.0000000,0,4.4008680504085593205890316802,52.570661211214958688456734985,56.284454466094009222464226063,1703202000
24.30,0,0.3565230493532764058350649141,0.356523049353276,0.356523049353276,0.356523049353276,0.356523049353276,0,0.0000000,0.0000000,0,4.4002762612926893205890316796,52.563757815723690325460271457,56.280219224085289416954752865,1703903000
24.31,0,0.3565200772144907355836029545,0.356520077214491,0.356520077214491,0.356520077214491,0.356520077214491,0,0.0000000,0.0000000,0,4.39968488006084932058903168,52.556824515860434888615378633,56.275963846350171518601235607,1704605000
24.32,0,0.3565171079424174795635033029,0.356517107942418,0.356517107942418,0.356517107942418,0.356517107942418,0,0.0000000,0.0000000,0,4.3990941931280693205890316808,52.549899732717691138324759582,56.271714441698308155301531299,1705306000
24.33,0,0.3565141427924827931774649212,0.356514142792483,0.356514142792483,0.356514142792483,0.356514142792483,0,0.0000000,0.0000000,0,4.3985037141760393205890316798,52.543007639064136600015202008,56.267487995512255401851034908,1706007000
24.34,0,0.3565111796348934879991689411,0.356511179634894,0.356511179634894,0.356511179634894,0.356511179634894,0,0.0000000,0.0000000,0,4.3979138053752793205890316803,52.536089860539272414532199956,56.263244170249612682619126699,1706708000
24.35,0,0.3565082103402801787968735206,0.35650821034028,0.35650821034028,0.35650821034028,0.35650821034028,0,0.0000000,0.0000000,0,4.39732422888338932058903168,52.529202235517653858323604966,56.25902145502945544612171951,1707409000
24.36,0,0.3565052631634431748038275595,0.356505263163443,0.356505263163443,0.356505263163443,0.356505263163443,0,0.0000000,0.0000000,0,4.3967351226328393205890316801,52.522287004899815705484242775,56.254780128943921807362763742,1708111000
24.37,0,0.3565023109749136414242621272,0.356502310974914,0.356502310974914,0.356502310974914,0.356502310974914,0,0.0000000,0.0000000,0,4.3961464245688793205890316795,52.515371618433293836225559199,56.250539065835222630746633837,1708812000
24.38,0,0.3564993607733490268214076071,0.356499360773349,0.356499360773349,0.356499360773349,0.356499360773349,0,0.0000000,0.0000000,0,4.3955583968490093205890316803,52.508491891850742013080954392,56.246322594406733643024282178,1709513000
24.39,0,0.3564964134298115459646834099,0.356496413429812,0.356496413429812,0.356496413429812,0.356496413429812,0,0.0000000,0.0000000,0,4.3949704637143493205890316807,52.501579381172387715107900473,56.24208428254214044161478991,1710214000
24.40,0,0.3564934691982682919001116889,0.356493469198268,0.356493469198268,0.356493469198268,0.356493469198268,0,0.0000000,0.0000000,0,4.3943832768205093205890316796,52.494708938832712550676128381,56.237874885520666717704457916,1710915000
24.41,0,0.3564905279496798257503173404,0.35649052794968,0.35649052794968,0.35649052794968,0.35649052794968,0,0.0000000,0.0000000,0,4.3937968225050493205890316797,52.487817086806276837425918012,56.233650901245845773777294969,1711617000
24.42,0,0.3564875905554312567145280033,0.356487590555431,0.356487590555431,0.356487590555431,0.356487590555431,0,0.0000000,0.0000000,0,4.39321050080638932058903168,52.480921829744255671922578845,56.229425182459287469276666678,1712318000
24.43,0,0.3564846562688658203625826315,0.356484656268866,0.356484656268866,0.356484656268866,0.356484656268866,0,0.0000000,0.0000000,0,4.3926243875954093205890316797,52.474052187356122795498875477,56.225217552137631048523122266,1713019000
24.44,0,0.3564817339612674462937332081,0.356481733961268,0.356481733961268,0.356481733961268,0.356481733961268,0,0.0000000,0.0000000,0,4.3920389450101593205890316808,52.467158909320508481306241506,56.220993862498242043674936234,1713720000
24.45,0,0.3564788056313109434542481743,0.356478805631311,0.356478805631311,0.356478805631311,0.356478805631311,0,0.0000000,0.0000000,0,4.3914543730984993205890316797,52.460312214585210348328287968,56.216802059706440695602930685,1714421000
24.46,0,0.3564758801508043777962141442,0.356475880150804,0.356475880150804,0.356475880150804,0.356475880150804,0,0.0000000,0.0000000,0,4.3908698339824093205890316797,52.453423501134650830129711455,56.212582145411667756676767707,1715122000
24.47,0,0.3564729577722699329127427618,0.35647295777227,0.35647295777227,0.35647295777227,0.35647295777227,0,0.0000000,0.0000000,0,4.3902859656291593205890316808,52.446547856743289157831894716,56.208371321135982640465171865,1715824000
24.48,0,0.3564700383674175247203672727,0.356470038367418,0.356470038367418,0.356470038367418,0.356470038367418,0,0.0000000,0.0000000,0,4.3897024060186993205890316795,52.439699756621000346074803159,56.20417981142422434114373295,1716525000
24.49,0,0.3564671318083711827294562395,0.356467131808371,0.356467131808371,0.356467131808371,0.356467131808371,0,0.0000000,0.0000000,0,4.3891194414021493205890316795,52.432828702090467935766906814,56.199972772460720597025250814,1717226000
24.50,0,0.3564642193470400970678083982,0.35646421934704,0.35646421934704,0.35646421934704,0.35646421934704,0,0.0000000,0.0000000,0,4.3885365856237793205890316796,52.425981283757780045475112152,56.195782538836234191743801322,1717927000
24.51,0,0.3564613088554489514570578017,0.356461308855449,0.356461308855449,0.356461308855449,0.356461308855449,0,0.0000000,0.0000000,0,4.38795460079902932058903168,52.419121251130143409786720504,56.191583621928597704198773063,1718628000
24.52,0,0.3564584113322904038478806774,0.35645841133229,0.35645841133229,0.35645841133229,0.35645841133229,0,0.0000000,0.0000000,0,4.3873727869754893205890316799,52.41225047990965349788284027,56.1873779087141668708178614,1719330000
24.53,0,0.3564555076501132240787971417,0.356455507650113,0.356455507650113,0.356455507650113,0.356455507650113,0,0.0000000,0.0000000,0,4.3867910683045593205890316802,52.405413253836653146104592962,56.183195795089547907884725073,1720031000
24.54,0,0.3564526070600050185585677713,0.356452607060005,0.356452607060005,0.356452607060005,0.356452607060005,0,0.0000000,0.0000000,0,4.3862105966197293205890316804,52.398561644384465711095656618,56.179003460586263834045470464,1720732000
24.55,0,0.3564497184344156215366073181,0.356449718434416,0.356449718434416,0.356449718434416,0.356449718434416,0,0.0000000,0.0000000,0,4.3856303581242393205890316795,52.391738177862478517340298307,56.174830901237800035350422605,1721433000
24.56,0,0.3564468237720482827617864243,0.356446823772048,0.356446823772048,0.356446823772048,0.356446823772048,0,0.0000000,0.0000000,0,4.3850501908136193205890316807,52.384879491258172308486388624,56.170634864639111891651475782,1722134000
24.57,0,0.3564439420716026491884230497,0.356443942071603,0.356443942071603,0.356443942071603,0.356443942071603,0,0.0000000,0.0000000,0,4.3844708567745493205890316804,52.378038148090719476293923377,56.166450688097676809138860085,1722836000
24.58,0,0.3564410532061537245407047596,0.356441053206154,0.356441053206154,0.356441053206154,0.356441053206154,0,0.0000000,0.0000000,0,4.3838915940087993205890316807,52.371213669155748407371811047,56.162278698778144644572777975,1723537000
24.59,0,0.3564381774257738603834732947,0.356438177425774,0.356438177425774,0.356438177425774,0.356438177425774,0,0.0000000,0.0000000,0,4.3833130025636893205890316796,52.364372767781535412914984439,56.158095586104239696623612297,1724238000
24.60,0,0.3564352946034374103690434302,0.356435294603437,0.356435294603437,0.356435294603437,0.356435294603437,0,0.0000000,0.0000000,0,4.3827351824864993205890316797,52.357539919859204981109241316,56.153918020352508852273642714,1724939000
24.61,0,0.3564324247378584319431944029,0.356432424737858,0.356432424737858,0.356432424737858,0.356432424737858,0,0.0000000,0.0000000,0,4.3821570338245093205890316796,52.350723139757635968442471527,56.149752438972847586025789487,1725640000
24.62,0,0.3564295477025250846391784844,0.356429547702525,0.356429547702525,0.356429547702525,0.356429547702525,0,0.0000000,0.0000000,0,4.3815801186484193205890316796,52.343894979342484189587974672,56.145578697054426856269976117,1726342000
24.63,0,0.3564266837467035730541261234,0.356426683746704,0.356426683746704,0.356426683746704,0.356426683746704,0,0.0000000,0.0000000,0,4.3810032749755993205890316796,52.337090704905681507117720901,56.141421941374324892739823523,1727043000
24.64,0,0.3564238227437858568490459463,0.356423822743786,0.356423822743786,0.356423822743786,0.356423822743786,0,0.0000000,0.0000000,0,4.3804267028531693205890316806,52.330262233772076495806143426,56.137249086073919715193281934,1727744000
24.65,0,0.3564209656924952884076264712,0.356420965692495,0.356420965692495,0.356420965692495,0.356420965692495,0,0.0000000,0.0000000,0,4.3798508023282493205890316808,52.323432832615019820582876881,56.133075709295720830718565431,1728445000
24.66,0,0.3564181005915506011302446806,0.356418100591551,0.356418100591551,0.356418100591551,0.356418100591551,0,0.0000000,0.0000000,0,4.3792756734478693205890316796,52.316648067815417668209420942,56.128932906027127866958125541,1729146000
24.67,0,0.3564152483149649717751643064,0.356415248314965,0.356415248314965,0.356415248314965,0.356415248314965,0,0.0000000,0.0000000,0,4.3787005402747393205890316803,52.30982879044555392892694588,56.124767183438507937184563928,1729848000
24.68,0,0.3564123991109964534349409733,0.356412399110996,0.356412399110996,0.356412399110996,0.356412399110996,0,0.0000000,0.0000000,0,4.3781257168229093205890316804,52.303036980754221674852530919,56.12062068305325917587554639,1730549000
24.69,0,0.3564095438535585885128273425,0.356409543853559,0.356409543853559,0.356409543853559,0.356409543853559,0,0.0000000,0.0000000,0,4.37755156515029932058903168,52.296228865512370508356468517,56.11646313453424423978427151,1731250000
24.70,0,0.3564067005413814187227731112,0.356406700541381,0.356406700541381,0.356406700541381,0.356406700541381,0,0.0000000,0.0000000,0,4.3769781473022693205890316805,52.289422118302275711001087945,56.112306576445073850489641541,1731951000
24.71,0,0.3564038601732003550894250128,0.3564038601732,0.3564038601732,0.3564038601732,0.3564038601732,0,0.0000000,0.0000000,0,4.3764049013209693205890316795,52.28264823303529875466893543,56.108173044718493913249709385,1732652000
24.72,0,0.3564010237477515992185405323,0.356401023747752,0.356401023747752,0.356401023747752,0.356401023747752,0,0.0000000,0.0000000,0,4.3758318272532393205890316795,52.275834155649208528164665645,56.104012559075320058172125533,1733353000
24.73,0,0.3563981891396632003205827630,0.356398189139663,0.356398189139663,0.356398189139663,0.356398189139663,0,0.0000000,0.0000000,0,4.3752593871349593205890316797,52.269063058614143303495031273,56.099881614455961596255350593,1734055000
24.74,0,0.3563953485959971905283238355,0.356395348595997,0.356395348595997,0.356395348595997,0.356395348595997,0,0.0000000,0.0000000,0,4.3746877190175493205890316804,52.262270626904610643393902115,56.095736091065786034886570309,1734756000
24.75,0,0.3563925199912836255320517750,0.356392519991284,0.356392519991284,0.356392519991284,0.356392519991284,0,0.0000000,0.0000000,0,4.3741162229477293205890316804,52.255474541370565405711297957,56.091588609538765405754271395,1735457000
24.76,0,0.3563896943242679069207687875,0.356389694324268,0.356389694324268,0.356389694324268,0.356389694324268,0,0.0000000,0.0000000,0,4.3735452989721493205890316795,52.2487191602694235296414969,56.087469157119452312732824037,1736158000
24.77,0,0.3563868725936992081350015458,0.356386872593699,0.356386872593699,0.356386872593699,0.356386872593699,0,0.0000000,0.0000000,0,4.3729747091141293205890316798,52.241934927186919140329925063,56.083330367880728297480619461,1736860000
24.78,0,0.3563840527983239638315943319,0.356384052798324,0.356384052798324,0.356384052798324,0.356384052798324,0,0.0000000,0.0000000,0,4.3724042914373793205890316802,52.235139986397916358951584914,56.079184795259469234932756286,1737561000
24.79,0,0.3563812368133873288129244672,0.356381236813387,0.356381236813387,0.356381236813387,0.356381236813387,0,0.0000000,0.0000000,0,4.37183440795893932058903168,52.228386054864005297405021087,56.075067486424145462407067446,1738262000
24.80,0,0.3563784228847588744152903111,0.356378422884759,0.356378422884759,0.356378422884759,0.356378422884759,0,0.0000000,0.0000000,0,4.3712653967486493205890316802,52.221612825847151022249787324,56.070936901967034170714014463,1738963000
24.81,0,0.3563756128875864004145318342,0.356375612887586,0.356375612887586,0.356375612887586,0.356375612887586,0,0.0000000,0.0000000,0,4.3706964578530093205890316803,52.214863394749475902988463501,56.06682321310878538237974411,1739664000
24.82,0,0.3563728048206263737556169031,0.356372804820626,0.356372804820626,0.356372804820626,0.356372804820626,0,0.0000000,0.0000000,0,4.3701282913184693205890316802,52.208092720978754504074956909,56.062695005997846475919299154,1740365000
24.83,0,0.3563699996826395398230549956,0.35636999968264,0.35636999968264,0.35636999968264,0.35636999968264,0,0.0000000,0.0000000,0,4.3695602591495093205890316796,52.201325779892911652537139137,56.058569919292087521069182374,1741067000
24.84,0,0.3563671984723903924408972007,0.35636719847239,0.35636719847239,0.35636719847239,0.35636719847239,0,0.0000000,0.0000000,0,4.3689927994282393205890316795,52.194592473074385403933134011,56.054468006270600172384234225,1741768000
24.85,0,0.3563643991886396168491413621,0.35636439918864,0.35636439918864,0.35636439918864,0.35636439918864,0,0.0000000,0.0000000,0,4.3684257122010093205890316803,52.18782301359422629200920092,56.050341734968785059245775795,1742469000
24.86,0,0.3563616027073424167273269347,0.356361602707342,0.356361602707342,0.356361602707342,0.356361602707342,0,0.0000000,0.0000000,0,4.3678587214117293205890316804,52.181086981834195040104643504,56.046238913193630871386430553,1743170000
24.87,0,0.3563588102729938431237504144,0.356358810272994,0.356358810272994,0.356358810272994,0.356358810272994,0,0.0000000,0.0000000,0,4.3672923412509793205890316808,52.174325505782309874475095932,56.04211884370597689342471182,1743871000
24.88,0,0.3563560197614499638202584805,0.35635601976145,0.35635601976145,0.35635601976145,0.35635601976145,0,0.0000000,0.0000000,0,4.3667267956595193205890316794,52.167581583310485401727777148,56.038010716488649493044444633,1744573000
24.89,0,0.3563532421714848739674548537,0.356353242171485,0.356353242171485,0.356353242171485,0.356353242171485,0,0.0000000,0.0000000,0,4.3661614227347393205890316803,52.160856330592361588523110638,56.033915877788907012277256279,1745274000
24.90,0,0.3563504575018725190611054386,0.356350457501873,0.356350457501873,0.356350457501873,0.356350457501873,0,0.0000000,0.0000000,0,4.3655966225227793205890316796,52.154105979418347869909559989,56.029804060768882647471154341,1745975000
24.91,0,0.3563476757513925219657331814,0.356347675751393,0.356347675751393,0.356347675751393,0.356347675751393,0,0.0000000,0.0000000,0,4.3650320570031893205890316803,52.147361354194414384438075854,56.025696630664446001057350777,1746676000
24.92,0,0.3563448969188212318438334988,0.356344896918821,0.356344896918821,0.356344896918821,0.356344896918821,0,0.0000000,0.0000000,0,4.3644682642824593205890316804,52.140654299427943790116477027,56.021614866574052669758835347,1747377000
24.93,0,0.3563421210029416258618657065,0.356342121002942,0.356342121002942,0.356342121002942,0.356342121002942,0,0.0000000,0.0000000,0,4.3639045063339193205890316803,52.133912612145745799872611148,56.017510087789017977731173504,1748079000
24.94,0,0.3563393578805125574842615912,0.356339357880513,0.356339357880513,0.356339357880513,0.356339357880513,0,0.0000000,0.0000000,0,4.36334098319438932058903168,52.127198921161783030824688624,56.013424908128991502721591006,1748780000
24.95,0,0.3563365877944650394498305538,0.356336587794465,0.356336587794465,0.356336587794465,0.356336587794465,0,0.0000000,0.0000000,0,4.36277817105829932058903168,52.120461845373769506563904357,56.009323798360251366042769889,1749481000
24.96,0,0.3563338206214661607953544659,0.356333820621466,0.356333820621466,0.356333820621466,0.356333820621466,0,0.0000000,0.0000000,0,4.3622159938169893205890316806,52.11373842132852552290188975,56.005232128045093659537468713,1750182000
24.97,0,0.3563310663603046004671996713,0.356331066360305,0.356331066360305,0.356331066360305,0.356331066360305,0,0.0000000,0.0000000,0,4.3616540895920893205890316805,52.107042674242136835273719355,56.001159797699282301733728823,1750883000
24.98,0,0.3563283050097727020037135568,0.356328305009773,0.356328305009773,0.356328305009773,0.356328305009773,0,0.0000000,0.0000000,0,4.3610927203414893205890316799,52.100315155215935489555794246,55.997065964202532407278215358,1751585000
24.99,0,0.3563255455686615865116296954,0.356325545568662,0.356325545568662,0.356325545568662,0.356325545568662,0,0.0000000,0.0000000,0,4.3605316241928693205890316796,52.093593073949942155717137713,55.992976278528029514330233523,1752286000
25.00,0,0.3563228000357705856424729898,0.356322800035771,0.356322800035771,0.356322800035771,0.356322800035771,0,0.0000000,0.0000000,0,4.3599707630979293205890316801,52.086898968091786226077312656,55.988906165770397150230356088,1752987000
0.01,2,0.5841209024209017244744812204,0.595265557124885,0.595265557124885,0.584833214579452,0.584833214579452,0.288534901732496,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,701194.8
0.02,2,0.6229462843084505284180658830,0.634114604802614,0.634114604802614,0.623705942472707,0.623705942472707,0.287178263093569,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,1402390
0.03,2,0.6298948179080315174462481688,0.641067373841235,0.641067373841235,0.630662949532057,0.630662949532057,0.286935467048642,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,2103584
0.04,2,0.6305304235127424138289741934,0.641703366875719,0.641703366875719,0.631299330232469,0.631299330232469,0.286913257682486,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,2804779
0.05,2,0.6293271167051569756712416658,0.640499326599329,0.640499326599329,0.630094556040193,0.630094556040193,0.286955303695437,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,3505974
0.06,2,0.6275297643924322070146651615,0.638700878720749,0.638700878720749,0.628295011927962,0.628295011927962,0.287018106879247,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,4207168
0.07,2,0.6255701364920063563295066380,0.636740056340309,0.636740056340309,0.626332994339419,0.626332994339419,0.287086580305609,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,4908364
0.08,2,0.6236154378682423970194348948,0.634784166241143,0.634784166241143,0.624375912038594,0.624375912038594,0.287154881492913,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,5609558
0.09,2,0.6217325242686578754447756913,0.632900104922308,0.632900104922308,0.622490702300924,0.622490702300924,0.287220674363937,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,6310754
0.10,2,0.6199464998308752752657622122,0.631112991823512,0.631112991823512,0.620702499877527,0.620702499877527,0.287283081728515,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,7011948
0.11,2,0.6182640181192768987906451055,0.629429484564779,0.629429484564779,0.619017966446542,0.619017966446542,0.287341871097435,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,7713142
0.12,2,0.6166835043561267292857834565,0.627848007408475,0.627848007408475,0.617435525309854,0.617435525309854,0.287397097496667,0.3091336024143055652624963552,0.3091336024143055652624963552,0,8.85602536200745,87.37038342226648986505974453,87.37038342226648986505974453,8414337
